# Version 1.00
#
freq[Hz] db:Trc1_S11 ang:Trc1_S11 
1.000000000000000E+004 1.093598827639239E-002 -3.092546077415102E-001 
1.003459849147839E+004 4.165347159257604E-002 -4.153354185931040E-001 
1.006931668851804E+004 9.491177341132692E-003 -3.595425642123957E-001 
1.010415500528214E+004 -9.340428696845557E-003 -3.130845405271854E-001 
1.013911385736680E+004 2.513886717816799E-002 -3.192986467863088E-001 
1.017419366180605E+004 -6.833173286519042E-004 -1.738118992261944E-001 
1.020939483707681E+004 2.058808665161381E-002 -2.695135784080878E-001 
1.024471780310382E+004 3.904801941599705E-004 -3.287898126403268E-001 
1.028016298126474E+004 3.654846918478537E-003 -1.927730025555703E-001 
1.031573079439512E+004 1.884016639953282E-002 -2.725201682958613E-001 
1.035142166679345E+004 -5.138045765510834E-003 -3.004622814675498E-001 
1.038723602422623E+004 1.380031059374145E-002 -2.228941860565194E-001 
1.042317429393305E+004 -1.650969442584360E-002 -1.188302653982176E-001 
1.045923690463170E+004 3.201782391702340E-002 -2.337205179577443E-001 
1.049542428652324E+004 -1.665430386860974E-003 -1.194434555964717E-001 
1.053173687129718E+004 3.361001660497409E-002 -4.032534063644160E-001 
1.056817509213660E+004 6.123281423574073E-003 -3.136655705460163E-001 
1.060473938372335E+004 -5.595608898659168E-003 -2.143141854924673E-001 
1.064143018224318E+004 8.407891088135971E-003 -2.470499360814634E-001 
1.067824792539100E+004 8.036012843374320E-003 -2.430818418065305E-001 
1.071519305237608E+004 1.613658968425668E-002 -3.122298302475037E-001 
1.075226600392728E+004 1.930801864301906E-002 -2.737037210170766E-001 
1.078946722229831E+004 7.531789174981829E-004 -4.816570123768014E-001 
1.082679715127302E+004 7.320090595774843E-003 -3.819353648253372E-001 
1.086425623617068E+004 1.196933818100503E-002 -1.572731825144213E-001 
1.090184492385130E+004 9.303590087969882E-003 -2.201351779707676E-001 
1.093956366272096E+004 1.437330943236848E-002 -2.418616876436019E-001 
1.097741290273716E+004 -3.081181009907437E-003 -2.891752927915552E-001 
1.101539309541417E+004 1.670284727951288E-002 -2.159523028283752E-001 
1.105350469382845E+004 4.919889160883930E-006 -1.912892431786024E-001 
1.109174815262403E+004 1.446489244349482E-004 -2.335628475747410E-001 
1.113012392801794E+004 -5.849224120501881E-003 -4.365914743481278E-001 
1.116863247780564E+004 2.558457731210975E-003 -2.910421737808486E-001 
